householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop
2.76,12.78,23.63,11.04,13.59,17728,100.0,37539,78.25,0.56,54.89,28.77,2.17,19.0,43657,15609,581,3.43,6.52,17.03,20.94,5.35,61.04,20.46,27.95,11.3,29.18,7.0,25.58,9.63,8.39,3.15,84.02,82.86,95.71,88.37,55.9,70.28,110,0.8,4.1,3.04,2.64,2.9,2.01,78.47,1.45,36.5,3,154,97.66,71.62,0.65,26.62,1967,0.53,0.18,62700,80300,97500,34800,325,397,461,136,476,25.6,17.9,12.6,0,0,64.76,58.26,88.4,91.48,170,934.78,118,648.85,12132,66710.7,71.4,934.8,16,6,156.8,8.2,2168.3,1.09,81,12048098,69.41,0,9.41,662493
2.38,13.13,26.4,12.64,14.71,269157,100.0,20141,69.24,0.76,33.08,32.93,11.47,17.21,25805,11527,59144,22.61,12.85,32.81,17.23,8.24,54.43,16.32,27.55,16.52,24.26,14.08,35.37,17.07,15.72,3.02,53.89,47.79,61.3,57.11,60.64,69.2,19384,8.76,5.02,3.03,2.31,2.46,2.12,58.53,3.3,61.41,2,10953,91.17,54.9,15.07,47.35,1947,7.93,0.58,30500,44300,66600,36100,164,244,314,150,308,26.4,17.8,12.9,808,33,79.31,56.29,89.65,92.97,401,147.08,363,133.14,65716,24103.8,163.9,147.1,2,13,89,64.3,4181.4,8.61,485,22848322,90.52,10,0.5,83804.6
2.61,17.66,33.2,19.51,11.69,80414,100.0,25153,77.17,0.67,34.72,26.21,8.36,16.15,32212,14093,16227,21.61,9.29,23.46,29.44,5.15,60.02,8.0,31.76,9.08,31.56,9.55,43.56,13.42,11.62,3.12,59.31,51.85,67.62,61.32,67.24,73.01,6087,10.52,5.93,3.66,2.43,2.63,2.25,52.01,4.15,53.18,2,3569,89.6,48.14,8.94,59.71,1964,5.06,0.6,61800,86600,138400,76600,218,341,417,199,428,28.6,22.0,13.4,176,0,65.84,44.85,75.4,83.62,250,324.49,241,312.81,94002,122012.4,376,324.5,6,8,13.5,44.8,1796.2,5.85,172,10475939,96.4,0,2.4,135975.2
2.63,11.25,19.84,9.77,12.35,24424,100.0,81957,82.81,1.06,74.58,23.49,1.95,14.73,95791,45640,762,3.15,2.02,6.95,60.51,3.17,66.91,13.33,29.49,2.22,54.52,6.97,26.41,10.73,8.95,2.96,86.02,84.73,96.56,80.43,49.42,59.59,49,0.29,2.83,2.19,2.6,2.67,2.27,85.01,0.41,19.54,4,565,94.26,82.82,0.71,45.13,1956,0.38,0.28,318300,422400,500001,181701,620,995,1001,381,1001,24.8,22.0,14.0,17,1,25.33,59.67,76.59,77.06,65,262.32,54,217.93,26002,104935.6,400,262.3,2,5,239.9,20.7,1177.6,17.48,26,3702747,83.08,10,3.08,149430.8
2.28,11.84,30.02,14.82,12.71,64358,100.0,26576,74.98,0.48,42.74,27.12,9.55,14.03,34837,14914,8783,14.03,6.66,16.81,29.61,6.75,63.16,9.74,28.95,10.28,31.46,11.75,40.16,14.88,13.46,2.91,63.98,62.15,72.0,65.17,59.64,66.78,2170,4.91,3.39,1.86,2.21,2.54,1.96,48.55,1.35,59.25,2,3058,90.23,42.13,2.94,46.86,1939,4.49,0.43,88900,112200,141500,52600,344,450,559,215,504,28.1,23.2,14.9,188,1,64.08,45.15,76.18,84.25,144,233,104,168.28,81000,131061.6,562.5,233,7,11,34.9,23.5,2743.7,3.82,41,5255874,72.22,10,4.86,85042.4
2.58,10.46,26.0,11.55,11.86,108056,100.0,49787,82.57,0.58,54.11,24.22,5.43,14.57,57360,27092,6728,6.29,7.21,18.81,35.13,5.08,67.95,17.99,21.6,7.97,37.24,7.96,35.01,11.56,9.86,3.08,72.41,67.92,79.89,75.16,59.38,68.27,4551,6.42,5.87,3.99,2.54,2.65,2.39,60.42,4.91,53.06,2,2334,94.73,57.87,1.37,27.98,1961,1.67,0.47,225600,295700,414000,188400,483,716,931,448,794,26.5,22.8,14.7,132,18,41.96,54.75,80.59,81.75,299,278.92,242,225.75,87960,82053,294.2,278.9,13,8,66,39.1,2765.1,11.33,114,14848223,80.94,0,4.35,138510.8
2.56,10.6,26.36,11.59,11.33,78331,100.0,48171,83.88,0.79,52.92,22.54,4.34,12.42,55269,23075,4034,5.2,7.84,20.48,29.54,4.69,70.65,20.24,21.83,10.3,33.63,8.5,33.93,11.91,10.29,3.08,74.35,69.28,83.76,74.64,61.28,70.14,2357,4.63,5.3,3.6,2.53,2.67,2.31,65.33,3.81,49.62,3,1664,94.84,61.98,3.79,37.8,1958,1.49,0.39,196000,241300,309900,113900,471,647,860,389,738,26.6,23.7,15.4,121,7,48.28,58.49,86.1,87.52,164,208.36,149,189.3,146178,185717.2,891.3,208.4,20,5,7.9,23.6,3315.6,8.17,60,9267109,90.85,0,12.2,117737.4
2.36,13.96,29.98,15.2,12.22,364040,100.0,21006,71.1,0.45,34.68,26.35,14.32,14.48,26774,12547,85319,24.34,10.23,30.39,22.17,7.84,56.63,15.37,29.69,13.11,29.29,13.02,42.09,16.35,14.85,3.11,50.06,45.53,53.22,54.43,57.68,64.27,32210,11.81,6.46,3.56,2.26,2.61,2.05,44.21,3.84,67.36,2,14746,91.28,38.34,8.0,40.09,1945,6.2,0.52,45200,61900,87900,42700,200,283,367,167,329,25.8,18.9,13.0,989,23,70.07,49.12,85.48,91.51,938,260.74,829,230.44,215446,59887.9,229.7,260.7,47,9,64.6,80.0,4550.3,11.26,351,43936208,88.38,10,5.01,122130.2
2.59,12.34,27.06,12.54,9.67,257892,99.84,30590,82.89,0.48,30.47,21.89,5.98,15.73,35300,14737,29084,11.47,6.86,23.7,13.37,6.57,65.99,4.28,15.3,10.66,20.58,17.41,29.56,19.41,18.4,3.1,67.72,63.59,76.93,68.88,64.51,71.22,7862,4.36,6.67,4.39,2.55,2.72,2.37,53.82,7.86,54.6,2,9935,90.94,50.38,4.57,11.95,1977,5.23,0.34,71500,89200,116000,44500,330,434,548,218,490,27.3,22.2,11.6,336,236,21.14,33.43,66.68,67.66,1162,161.96,806,112.34,641053,89352.7,551.7,162,31,11,46.5,86.3,2993.5,2.85,378,103881336,69.36,5,2.67,144794.3
2.59,15.33,28.24,14.46,13.24,106640,100.0,21038,70.67,0.51,27.02,31.3,15.47,17.48,26256,11502,25178,24.38,15.65,36.08,15.32,8.38,54.52,14.05,25.25,16.66,21.95,13.84,34.09,17.81,16.07,3.13,51.01,44.24,52.82,51.94,62.9,69.49,9297,10.44,6.16,4.11,2.5,2.55,2.46,50.66,4.67,52.08,2,4324,90.5,49.67,12.65,42.99,1960,9.45,0.65,35700,49300,71000,35300,139,238,329,190,336,27.5,18.8,12.9,138,50,81.46,51.22,84.56,92.82,260,233.29,228,204.58,99181,88991.5,381.5,233.3,18,8,42.3,49.6,2149.4,2.76,231,10442251,87.69,10,6.92,93694.5
2.22,12.28,35.99,17.68,9.2,44129,100.0,27371,82.89,0.71,33.01,18.82,4.61,11.15,33434,15808,6079,14.16,7.22,18.66,28.25,5.33,67.57,11.5,18.95,8.87,28.54,13.6,38.5,18.69,16.26,2.87,64.89,60.96,76.31,58.78,63.36,69.87,1152,4.22,3.74,2.02,2.17,2.36,2.07,36.49,2.89,68.63,2,3292,85.78,33.44,1.61,17.59,1977,5.74,0.31,64200,87500,133900,69700,378,455,529,151,539,27.1,20.5,12.3,68,9,44.34,31.38,55.19,68.24,332,646.8,302,588.35,204000,397428.41,614.5,646.8,44,12,109,21.1,2090.2,1.19,187,17934656,90.96,0,13.25,349399.09
2.36,17.08,30.71,17.91,14.46,55530,100.0,20609,73.19,0.65,31.48,30.64,10.55,15.35,27202,12077,11780,22.11,9.78,26.95,20.74,6.21,57.86,14.42,23.82,14.66,24.65,11.05,38.26,16.31,13.98,2.91,52.67,48.29,59.55,57.07,63.02,71.05,3594,8.53,3.82,2.28,2.26,2.35,2.18,49.0,2.49,53.95,2,2912,89.0,47.12,2.58,34.82,1962,6.51,0.17,41800,63300,96100,54300,209,304,380,171,392,28.0,21.3,13.9,92,8,63.63,45.6,72.33,86.31,135,211.74,126,197.62,63200,99124.8,468.1,211.7,6,8,74.1,30.8,1805.0,3.22,55,5410837,93.33,0,4.44,84865.2
2.69,18.34,35.04,20.23,8.84,186281,100.0,24130,81.61,2.38,35.78,21.22,6.42,10.52,30826,12322,34593,19.56,11.4,24.43,25.96,6.56,61.56,7.97,33.11,10.76,28.0,8.85,35.16,12.98,10.98,3.17,75.0,69.0,83.96,77.33,60.27,68.5,3853,2.96,6.11,4.06,2.56,2.77,2.3,59.83,6.6,50.91,2,8709,88.81,55.25,4.51,34.95,1968,7.94,0.53,37400,55500,75700,38300,237,316,402,165,381,29.9,20.1,12.6,24,25,73.75,44.58,73.52,91.34,302,152.43,286,144.35,140000,70661.4,463.6,152.4,14,9,95.4,107.9,1726.3,0.89,296,15435426,94.7,10,4.64,77906.3
2.92,14.67,27.2,13.4,12.72,54780,100.0,30733,76.89,0.97,32.61,30.57,8.57,14.24,35361,12963,5739,10.91,20.35,38.66,12.63,7.2,58.57,21.47,24.15,19.31,21.95,9.91,32.04,12.84,11.5,3.25,67.22,60.81,73.21,68.94,64.82,70.99,2599,6.12,6.73,5.07,2.81,2.88,2.66,68.73,5.77,46.49,3,816,95.83,67.0,5.02,50.74,1962,5.96,0.59,66300,83600,105600,39300,323,435,519,196,511,28.7,21.6,15.3,117,20,57.88,60.45,84.85,92.35,107,194.7,84,152.85,45639,83046.4,426.5,194.7,8,5,151.5,71.2,769.8,1.83,52,5051396,78.5,0,7.48,91917.1
2.51,15.77,34.53,18.37,10.06,164693,100.0,26119,80.89,0.48,32.38,22.52,6.37,11.8,30570,13879,23797,15.76,7.62,21.9,22.59,4.56,69.31,8.66,19.29,10.6,27.28,13.99,42.76,18.4,16.18,2.98,57.46,49.98,66.02,58.67,64.79,72.24,9455,9.1,5.24,2.99,2.29,2.44,2.19,43.72,5.75,66.7,2,7722,89.48,41.1,2.81,15.35,1972,7.31,0.29,59100,74300,98400,39300,338,428,511,173,506,27.3,21.4,12.6,688,235,32.34,35.77,62.21,71.83,749,416.92,663,369.05,301384,167762.7,402.4,416.9,70,14,38.1,69.7,2363.3,3.56,877,49726384,88.52,5,9.35,276797.5
2.58,12.88,27.02,12.96,10.63,372242,100.0,27095,72.09,0.58,33.89,23.04,17.81,14.54,31755,14676,68781,18.82,11.96,25.61,27.18,9.38,56.97,10.64,29.33,12.13,31.92,13.22,42.43,17.89,15.68,3.28,52.13,48.42,61.57,56.68,53.85,61.43,26451,10.31,10.39,6.15,2.52,2.7,2.4,44.5,12.23,69.72,2,10216,93.4,41.62,10.49,32.73,1947,4.82,0.86,106700,177400,285800,179100,365,486,617,252,538,30.7,25.3,12.8,431,303,45.34,48.53,79.89,89.05,616,163.38,527,139.77,1128203,299228.69,1831.5,163.4,23,10,162.3,58.1,6409.1,18.71,251,82036264,85.55,10,3.73,217581.5
2.25,16.18,31.84,19.52,18.57,61921,100.0,18631,65.65,0.35,35.07,37.1,7.76,19.29,24264,11901,13026,22.49,8.81,26.4,16.46,7.89,50.6,8.01,23.7,8.74,23.54,13.27,43.93,16.2,14.77,2.79,49.12,41.09,58.62,41.54,64.39,69.44,3604,7.96,4.5,2.34,2.1,2.2,2.01,49.1,4.17,70.06,2,4621,85.63,46.85,1.38,23.11,1967,11.11,0.2,45100,63000,88100,43000,264,355,436,172,420,30.4,24.1,13.1,94,18,33.0,41.24,67.69,75.79,201,306.26,169,257.5,106000,161509,527.4,306.3,13,10,254.4,33.4,1853.5,3.49,73,10000000,84.08,0,6.47,152367
3.19,15.55,29.44,14.49,8.07,96086,100.0,42481,85.58,0.61,36.51,19.2,7.88,14.11,46081,15862,7347,7.71,6.57,19.41,20.2,4.96,65.85,18.48,20.56,12.95,25.79,8.68,33.47,13.47,11.15,3.51,75.18,69.66,86.47,77.16,59.44,65.64,2571,3.59,11.38,9.21,3.18,3.25,3.03,68.25,13.19,39.81,3,1016,96.73,66.66,1.57,15.26,1964,1.87,0.29,170500,205000,248300,77800,573,672,792,219,733,29.4,25.2,11.5,0,0,49.54,49.21,86.6,90.9,109,104.99,95,91.51,105000,101139.5,963.3,105,11,5,290.4,16.8,5724.9,3.13,55,11164110,87.16,5,10.09,107536.4
2.56,13.38,26.52,12.38,12.76,61368,100.0,22886,71.47,0.22,35.15,30.75,10.72,18.67,28117,11108,10179,16.84,12.14,33.44,9.9,7.94,54.73,23.37,20.11,19.64,18.48,12.24,24.67,16.13,14.36,3.07,67.6,63.91,75.26,70.47,59.47,64.81,1713,3.33,4.14,2.93,2.52,2.6,2.41,62.35,2.57,53.3,2,1370,94.6,60.5,10.36,44.01,1950,6.79,0.26,41400,53700,69300,27900,222,286,346,124,363,27.9,18.1,12.4,73,0,72.06,53.36,88.64,93.67,105,161.05,90,138.04,64812,99408,617.3,161,20,6,122.8,20.7,2966.4,1.53,36,7375477,85.71,0,19.05,113124.3
2.8,14.31,28.34,13.09,8.18,174138,99.61,32154,79.72,0.91,32.68,20.0,12.01,12.66,36998,14183,25782,15.0,8.09,22.23,19.65,7.1,62.05,6.38,24.87,11.56,27.63,11.7,28.75,16.19,14.05,3.26,68.83,65.04,72.06,72.63,51.73,62.77,6512,5.23,7.16,5.15,2.75,2.86,2.62,57.28,7.59,48.07,3,3708,94.4,55.12,4.1,20.69,1974,3.9,0.37,72800,91200,117600,44800,319,389,493,174,468,28.4,23.0,12.4,349,31,59.87,39.38,78.54,89.73,236,122.9,212,110.4,193457,100747.8,819.7,122.9,25,9,113.6,95.1,1837.3,1.24,189,18300000,89.83,0,10.59,95302.1
2.4,17.82,35.77,22.08,13.02,101082,100.0,25152,76.33,0.31,44.7,26.97,8.17,16.94,34493,13742,16903,18.31,8.95,22.28,29.51,6.09,59.16,5.1,34.72,7.91,32.54,9.75,51.97,11.68,10.8,2.94,53.15,49.59,59.38,54.73,65.36,73.44,5658,8.96,4.47,2.25,2.17,2.43,2.01,42.85,2.21,54.67,2,4078,91.17,38.3,10.4,47.72,1939,6.74,0.46,80500,101800,132700,52200,301,388,477,176,456,26.9,19.7,13.0,395,10,76.27,44.01,72.02,92.83,317,302.95,305,291.48,113586,108552.4,358.3,303,27,10,83.2,22.2,4557.8,15.02,73,19293010,96.21,5,8.52,184380.41
3.01,16.79,31.88,16.08,8.51,275221,100.0,21650,71.27,0.3,17.88,24.5,22.23,10.53,25816,9424,70702,26.34,21.97,48.79,8.55,14.71,51.51,20.62,22.28,26.45,14.14,11.84,47.63,15.92,14.0,3.55,43.2,34.59,48.41,44.71,53.87,59.85,42040,20.0,13.13,9.07,2.91,3.4,2.76,26.97,13.62,69.58,2,10921,89.34,23.06,11.05,42.99,1949,15.0,2.08,77300,110000,148700,71400,252,385,494,242,445,26.9,24.4,15.2,1974,842,50.58,56.99,87.66,90.84,142,54.57,130,49.96,40000,15370.9,281.7,54.6,0,5,253.5,24.7,11153.6,24.89,35,11568702,91.55,0,0.0,44455.3
2.7,14.22,28.16,13.66,10.2,73552,100.0,26810,78.21,0.52,21.24,24.96,14.71,12.17,33263,12376,12699,17.71,9.96,30.7,14.65,11.76,59.92,14.83,31.18,16.17,21.04,14.94,45.21,18.73,17.06,3.42,41.2,34.12,42.17,45.98,65.01,71.9,9402,16.74,12.4,7.56,2.63,3.33,2.36,34.83,10.74,72.02,2,1777,93.87,27.48,7.32,37.42,1949,9.13,1.01,86300,116200,146300,60000,367,478,575,208,534,28.2,23.7,15.6,340,20,54.17,56.0,88.25,91.7,245,334.59,204,278.59,182000,248549,742.9,334.6,19,9,107.6,4.1,18091.3,25.57,64,11900441,83.27,5,7.76,162518.8
2.64,15.36,29.27,14.82,12.98,63909,100.0,23487,73.01,0.66,38.21,29.29,9.77,19.62,28649,10754,10482,16.78,7.78,24.93,16.21,8.2,57.63,18.16,19.66,17.12,23.95,13.48,28.53,15.15,14.35,3.2,68.87,67.64,75.35,75.95,63.75,69.91,1514,2.64,8.44,5.64,2.57,2.71,2.37,61.97,4.54,54.25,2,2955,89.13,58.81,13.16,46.7,1953,5.8,0.41,41200,54700,71800,30600,184,266,342,158,330,24.6,20.2,12.4,198,62,64.37,51.4,79.42,87.2,106,152.98,97,139.99,53152,76709.5,501.4,153,0,1,187.2,27.0,2365.2,2.84,106,5441337,91.51,10,0.0,78529.9
2.43,17.3,31.76,19.04,11.15,112669,100.0,25369,76.99,0.84,50.06,23.82,5.56,13.87,34153,13886,18176,17.04,3.96,11.44,34.88,6.42,59.99,12.89,32.67,11.21,33.33,10.86,38.08,14.79,12.92,2.9,70.42,69.15,82.8,71.2,61.71,71.18,1342,1.89,3.18,1.95,2.3,2.55,2.05,56.17,2.61,52.1,2,1717,96.42,50.75,0.99,14.39,1966,3.07,0.28,56100,73200,99300,43200,282,375,477,195,425,30.6,20.4,13.1,459,84,39.02,37.12,67.78,79.61,135,112.29,131,108.96,130803,108797.6,968.9,112.3,15,14,93,39.4,2858.7,3.53,72,12768062,97.04,10,11.11,106200.5
2.73,18.71,34.52,20.6,11.91,160728,100.0,22147,70.69,0.64,33.3,27.42,16.33,13.6,28342,11838,34120,22.96,16.42,37.24,21.63,9.18,54.98,24.14,29.13,18.27,25.5,8.88,47.78,13.54,11.37,3.23,54.32,50.04,59.15,55.78,52.4,60.15,10047,9.23,8.14,5.05,2.52,2.71,2.42,38.84,6.01,61.38,2,7889,88.19,36.15,7.61,34.39,1939,7.57,0.96,87300,113000,150000,62700,266,389,492,226,469,30.2,22.1,14.3,240,43,50.63,45.16,72.67,75.39,440,293.72,370,246.99,400000,267013.81,909.1,293.7,33,2,155.5,19.1,8403.8,7.61,190,16500000,84.09,10,7.5,110143.2
2.47,13.36,25.2,11.67,13.95,61741,100.0,23958,72.28,0.45,34.47,29.66,7.4,15.97,30185,12390,10386,17.2,10.03,26.96,17.49,5.39,58.79,11.5,23.24,13.27,25.46,13.03,25.54,16.32,14.81,3.0,63.45,57.72,72.07,64.87,65.29,72.04,2704,5.46,4.52,3.06,2.42,2.52,2.28,61.24,3.08,47.34,3,2268,91.68,58.88,4.85,33.51,1965,6.72,0.27,39600,56100,79900,40300,178,272,353,175,370,26.9,18.5,12.9,35,7,74.23,52.85,83.89,90.33,124,196.88,101,160.36,86937,138032.5,701.1,196.9,12,10,56.7,41.2,1500.0,1.58,68,5881782,81.45,0,9.68,93386.8
2.31,10.27,23.58,10.36,13.73,55544,99.36,55333,79.02,0.67,70.39,23.65,3.26,16.09,68790,32489,2561,4.65,1.9,5.27,65.16,2.4,68.21,25.49,38.14,2.82,59.07,9.34,37.46,14.99,12.24,2.84,78.37,77.02,95.63,75.82,61.34,69.06,301,0.88,2.65,1.66,2.24,2.47,1.95,62.42,2.5,48.74,3,982,96.1,56.74,2.04,18.74,1955,0.67,0.2,359400,457800,500001,140601,619,825,1001,382,851,25.9,21.6,10.9,13,11,36.22,51.22,69.24,83.07,93,162.56,87,152.07,28836,50402.9,310.1,162.6,0,10,192,24.5,2278.3,2.64,55,11621000,93.55,0,0.0,203125.3
2.56,11.17,22.59,10.65,18.16,49389,100.0,41745,74.97,0.52,55.79,38.37,3.51,25.4,49630,18574,1737,3.54,9.02,22.22,21.25,4.97,62.31,24.9,22.32,11.57,29.18,7.25,29.25,9.82,8.62,3.04,78.38,75.43,90.81,82.25,63.64,73.0,795,2.18,4.22,3.06,2.54,2.61,2.27,81.88,1.53,40.64,3,842,95.82,79.75,5.82,48.81,1954,1.1,0.27,150400,176500,210700,60300,382,558,721,339,676,26.6,22.4,15.0,3,3,68.75,69.46,92.04,95.25,100,199.45,97,193.47,34371,68554.2,343.7,199.5,5,8,148,18.2,2711.4,1.99,33,4978183,97,0,5.0,99291.6
2.79,13.95,24.43,11.69,7.69,72884,100.0,55407,86.77,0.5,63.29,18.72,1.88,13.48,63187,23249,2061,2.83,3.54,11.07,39.89,3.19,70.67,23.82,25.72,6.52,44.09,5.9,28.17,8.28,7.13,3.29,89.95,89.58,96.01,90.38,52.6,63.92,179,0.37,4.54,3.42,2.78,3.1,1.87,83.04,1.31,30.01,3,1030,96.21,74.7,1.07,18.25,1972,0.34,0.18,99900,128900,167600,67700,496,584,661,165,620,22.7,19.6,12.3,0,0,65.61,55.47,78.04,89.91,131,164.84,113,142.19,41572,52312.2,317.3,164.8,5,3,86.8,34.7,2098.0,0.16,71,11744609,86.26,0,3.82,147788.59
2.51,12.34,36.91,18.58,11.08,76210,100.0,32455,80.36,0.55,46.82,24.83,7.45,14.54,38532,15179,8492,11.47,11.08,24.82,30.88,6.33,66.46,12.66,36.6,10.19,32.59,6.53,51.42,9.4,8.04,3.1,68.84,66.35,81.97,71.38,61.64,68.15,1912,4.28,6.34,3.65,2.44,2.76,2.3,35.09,3.87,65.23,2,1467,95.38,31.0,3.07,37.22,1939,1.94,0.18,135500,165800,198300,62800,416,591,743,327,677,27.2,21.6,15.4,54,1,54.68,49.22,70.48,78.68,135,194.76,127,183.22,47000,67805.4,348.1,194.8,6,5,74.1,4.3,17893.0,27.93,24,6748743,94.07,0,4.44,97362
2.72,15.74,30.25,15.46,9.92,173513,96.78,24056,77.57,0.49,27.68,24.52,9.88,19.33,28565,11949,31941,18.63,11.26,28.48,16.61,7.16,60.99,17.3,24.07,16.03,24.97,11.42,31.28,16.97,14.31,3.12,63.91,57.84,69.64,63.75,59.27,67.39,7874,5.78,4.67,3.38,2.61,2.66,2.54,54.98,4.53,45.69,3,5044,92.89,53.87,2.78,30.19,1965,8.14,0.44,42800,58900,83400,40600,170,275,371,201,358,25.5,19.8,12.2,258,18,51.83,45.66,73.83,79.19,369,193.88,328,172.33,142646,74947.5,386.6,193.9,30,9,0,224.1,800.0,1.49,342,13852114,88.89,5,8.13,72780.2
2.59,11.26,24.23,11.85,16.87,76060,100.0,34528,74.33,0.64,49.37,35.27,6.39,19.61,41896,15922,4715,6.52,8.52,26.03,21.11,5.96,58.19,19.16,24.21,11.88,28.84,8.3,31.6,10.94,9.69,3.02,78.22,75.87,86.2,77.97,55.3,66.56,1114,2.08,3.3,2.31,2.46,2.71,1.97,73.09,1.04,46.14,3,1167,96.18,66.36,0.94,32.56,1955,1.68,0.37,105800,129700,161000,55200,335,461,562,227,534,27.1,22.4,14.6,84,0,76.62,63.0,88.23,93.89,140,182.34,117,152.38,9580,12477.2,68.4,182.3,0,10,257.5,29.6,2569.9,2.62,85,6264352,83.57,0,0.0,81588.3
2.59,17.11,28.9,18.54,15.59,40091,100.0,47506,78.77,0.98,56.73,28.72,3.79,13.87,64036,30852,2329,6.47,4.82,10.4,49.12,4.03,59.99,5.7,38.5,2.29,48.86,8.04,39.6,13.13,10.74,2.93,79.7,76.81,88.7,79.57,50.27,60.42,277,1.16,4.25,2.66,2.33,2.58,1.89,70.47,6.32,50.96,2,1101,93.35,63.61,2.45,28.79,1956,1.25,0.04,153100,223500,350700,197600,404,476,604,200,540,27.2,22.2,13.3,0,0,21.83,45.18,72.92,77.58,133,313.78,116,273.67,40000,94368.6,300.8,313.8,8,3,115.8,12.3,3272.2,3.11,74,10213164,87.22,10,6.02,240950.41
2.73,17.26,39.65,21.23,3.69,63535,100.0,22468,89.29,0.33,24.82,10.15,4.39,15.7,24304,9582,9146,14.5,5.11,14.16,14.42,9.52,66.07,6.16,24.53,11.69,21.79,9.6,21.93,13.18,11.39,3.16,76.38,71.52,84.65,77.09,57.54,63.75,1496,3.9,4.67,3.52,2.72,2.95,2.56,44.96,8.12,54.56,2,3191,87.93,41.46,1.69,28.11,1976,10.13,0.18,46900,58600,70100,23200,243,313,391,148,385,25.4,23.7,12.8,19,6,30.88,30.01,49.87,58.21,114,135.05,100,118.46,36161,42836.7,317.2,135,21,6,101.3,28.7,2215.9,0.09,66,5597665,87.72,0,18.42,66310.5
2.54,12.6,24.4,12.81,17.14,50241,95.82,41814,77.24,0.32,58.35,34.09,3.83,19.63,50228,19383,2199,4.36,6.97,15.22,32.38,3.83,64.65,13.9,33.36,7.76,35.04,6.44,30.0,8.76,7.71,2.99,82.45,80.38,93.66,84.54,63.33,74.37,485,1.38,3.24,2.33,2.43,2.63,1.97,75.88,0.96,45.4,3,1097,94.95,70.21,1.37,35.28,1957,0.97,0.31,135700,164000,197100,61400,467,600,702,235,680,29.1,22.4,14.3,28,0,65.75,60.29,86.18,90.2,100,188.36,88,165.76,40860,76965.1,408.6,188.4,6,7,96,34.0,1543.8,3.13,36,5895093,88,0,6.0,111041.7
2.58,14.56,27.09,13.16,11.64,70316,100.0,25377,76.51,1.01,35.98,26.26,6.11,12.57,30956,12761,11637,16.98,7.78,22.56,18.91,7.22,59.66,20.26,22.19,16.43,23.23,11.63,25.22,15.07,13.45,3.08,71.28,67.62,81.42,72.44,56.48,65.73,1785,3.31,4.55,3.19,2.52,2.62,2.39,60.31,4.19,48.1,3,3087,89.81,58.12,4.11,46.58,1970,9.08,0.33,38500,56700,77900,39400,216,274,344,128,346,23.8,18.0,12.8,42,9,66.9,46.98,75.26,91.62,128,171.48,105,140.67,85393,114400.4,667.1,171.5,7,7,105.7,54.2,1297.6,0.13,60,6766943,82.03,10,5.47,90656.2
2.92,18.84,38.6,23.62,9.63,261229,100.0,23563,78.8,0.41,29.49,24.1,9.33,18.3,26818,11643,43944,19.32,8.78,27.31,16.82,6.1,64.57,10.28,24.12,14.05,23.29,10.78,45.21,15.33,12.87,3.12,62.76,55.53,72.45,58.3,54.88,62.4,15750,9.62,6.13,4.02,2.55,2.58,2.53,44.52,5.32,57.54,2,9284,90.6,44.02,3.94,30.95,1958,10.51,0.35,60700,74500,97100,36400,276,361,438,162,438,28.5,23.4,13.5,253,29,45.69,39.31,62.4,71.19,680,278.85,608,249.33,313643,128617.6,461.2,278.9,52,7,67.5,55.7,4690.3,5.57,175,25806888,89.41,5,7.65,105828
